order_item_id,order_id,item_id,quantity,selling_price,food_cost,profit
1606,100670,I0841,2,75,17,58
1607,100670,I0702,2,241,101,140
1608,100671,I0958,1,313,94,219
1609,100672,I0011,3,413,122,291
1610,100672,I0494,3,241,83,158
1611,100673,I0004,1,62,18,44
1612,100673,I0556,1,174,59,115
1613,100673,I0747,1,188,48,140
1614,100674,I0499,2,45,10,35
1615,100675,I0927,1,186,80,106
1616,100675,I0754,1,98,31,67
1617,100675,I0483,1,97,25,72
1618,100675,I0634,2,356,118,238
1619,100676,I0994,2,74,11,63
1620,100676,I0308,2,256,117,139
1621,100676,I0558,2,245,63,182
1622,100676,I0775,1,473,120,353
1623,100677,I0402,2,166,44,122
1624,100678,I0817,3,413,107,306
1625,100678,I0441,3,216,83,133
1626,100679,I0351,1,183,57,126
1627,100679,I0790,1,498,202,296
1628,100680,I0864,2,76,25,51
1629,100680,I0020,2,78,13,65
1630,100681,I0132,2,363,109,254
1631,100681,I0099,2,275,97,178
1632,100682,I0152,1,329,95,234
1633,100682,I0672,1,373,121,252
1634,100682,I0957,2,83,14,69
1635,100682,I0232,1,89,23,66
1636,100683,I0037,3,118,39,79
1637,100683,I0097,2,153,48,105
1638,100684,I0306,3,387,106,281
1639,100684,I0589,2,376,167,209
1640,100684,I0384,1,163,47,116
1641,100685,I0778,1,101,16,85
1642,100685,I0034,2,182,61,121
1643,100685,I0133,2,137,34,103
1644,100686,I0444,3,113,44,69
1645,100686,I0180,1,143,47,96
1646,100686,I0860,2,329,120,209
1647,100686,I0852,2,286,98,188
1648,100687,I0022,1,131,64,67
1649,100687,I0760,2,259,65,194
1650,100688,I0203,2,363,124,239
1651,100688,I0594,1,120,35,85
1652,100688,I0228,2,65,22,43
1653,100688,I0066,1,200,94,106
1654,100689,I0472,1,167,35,132
1655,100689,I0511,2,336,86,250
1656,100689,I0851,1,131,27,104
1657,100690,I0582,1,37,6,31
1658,100690,I0951,2,254,67,187
1659,100691,I0264,1,61,19,42
1660,100691,I0876,1,224,76,148
1661,100691,I0444,1,113,44,69
1662,100691,I0987,2,65,16,49
1663,100692,I0250,2,168,42,126
1664,100692,I0435,2,257,71,186
1665,100692,I0722,1,79,18,61
1666,100693,I0615,2,121,31,90
1667,100693,I0195,2,127,21,106
1668,100694,I0859,2,210,67,143
1669,100694,I0340,1,320,98,222
1670,100695,I0174,3,494,214,280
1671,100695,I0947,2,243,67,176
1672,100696,I0792,3,194,86,108
1673,100696,I0396,3,139,48,91
1674,100697,I0516,2,85,17,68
1675,100697,I0090,1,330,102,228
1676,100697,I0936,2,370,123,247
1677,100697,I0497,2,44,7,37
1678,100698,I0724,1,166,54,112
1679,100698,I0543,2,359,145,214
1680,100699,I0044,1,169,77,92
1681,100699,I0448,1,134,38,96
1682,100699,I0240,1,500,192,308
1683,100700,I0074,3,79,12,67
1684,100700,I0377,2,598,234,364
1685,100701,I0571,3,94,26,68
1686,100701,I0331,2,174,47,127
1687,100701,I0278,1,61,15,46
1688,100701,I0230,2,320,97,223
1689,100702,I0973,2,293,106,187
1690,100702,I0340,1,320,98,222
1691,100703,I0697,3,178,45,133
1692,100703,I0892,3,118,23,95
1693,100703,I0849,1,346,116,230
1694,100704,I0782,3,197,41,156
1695,100704,I0469,2,451,113,338
1696,100705,I0545,3,85,23,62
1697,100705,I0882,1,215,44,171
1698,100705,I0751,2,225,90,135
1699,100705,I0124,1,238,60,178
1700,100706,I0916,2,253,98,155
1701,100706,I0705,2,150,24,126
1702,100706,I0260,1,283,81,202
1703,100707,I0071,1,383,140,243
1704,100707,I0465,1,115,23,92
1705,100708,I0543,2,359,145,214
1706,100708,I0602,2,135,31,104
1707,100708,I0102,2,100,30,70
1708,100709,I0983,1,194,92,102
1709,100709,I0145,1,132,43,89
1710,100709,I0172,1,97,25,72
1711,100709,I0657,1,331,133,198
1712,100710,I0890,3,96,22,74
1713,100710,I0864,1,76,25,51
1714,100710,I0635,1,108,42,66
1715,100710,I0730,2,99,25,74
1716,100711,I0603,2,362,160,202
1717,100711,I0582,2,37,6,31
1718,100712,I0668,1,132,28,104
1719,100712,I0081,1,92,29,63
1720,100712,I0037,2,118,39,79
1721,100712,I0782,1,197,41,156
1722,100713,I0871,3,103,24,79
1723,100713,I0347,1,163,70,93
1724,100713,I0020,1,78,13,65
1725,100714,I0707,1,137,47,90
1726,100714,I0738,2,205,70,135
1727,100715,I0748,3,62,16,46
1728,100716,I0532,3,71,14,57
1729,100716,I0704,2,171,47,124
1730,100716,I0958,2,313,94,219
1731,100716,I0498,2,114,33,81
1732,100717,I0244,2,256,93,163
1733,100717,I0429,2,133,24,109
1734,100718,I0564,3,201,69,132
1735,100718,I0430,2,74,16,58
1736,100718,I0934,1,155,50,105
1737,100719,I0131,3,239,72,167
1738,100719,I0668,2,132,28,104
1739,100719,I0323,2,257,73,184
1740,100720,I0515,2,178,57,121
1741,100720,I0130,2,250,86,164
1742,100721,I0134,1,146,30,116
1743,100721,I0734,2,281,130,151
1744,100722,I0036,2,292,81,211
1745,100722,I0608,2,204,93,111
1746,100723,I0663,2,184,61,123
1747,100723,I0250,2,168,42,126
1748,100724,I0864,2,76,25,51
1749,100724,I0604,1,108,25,83
1750,100725,I0026,3,201,70,131
1751,100725,I0230,2,320,97,223
1752,100725,I0199,1,295,125,170
1753,100726,I0265,3,531,233,298
1754,100726,I0241,3,100,22,78
1755,100727,I0041,2,163,46,117
1756,100727,I0195,2,127,21,106
1757,100727,I0149,1,334,121,213
1758,100728,I0787,3,394,132,262
1759,100728,I0884,2,335,102,233
1760,100729,I0106,1,367,134,233
1761,100730,I0082,2,388,120,268
1762,100730,I0970,2,136,47,89
1763,100731,I0436,2,232,56,176
1764,100731,I0607,2,71,13,58
1765,100732,I0935,3,400,174,226
1766,100732,I0778,3,101,16,85
1767,100732,I0703,1,365,133,232
1768,100733,I0265,1,531,233,298
1769,100733,I0854,1,62,11,51
1770,100733,I0720,1,130,28,102
1771,100734,I0562,2,158,54,104
1772,100735,I0936,1,370,123,247
1773,100735,I0278,2,61,15,46
1774,100735,I0516,2,85,17,68
1775,100736,I0721,2,296,123,173
1776,100736,I0934,2,155,50,105
1777,100737,I0890,3,96,22,74
1778,100738,I0784,1,425,132,293
1779,100739,I0446,3,157,75,82
1780,100739,I0733,3,184,47,137
1781,100740,I0713,3,144,32,112
1782,100740,I0894,3,109,22,87
1783,100740,I0505,1,202,70,132
1784,100741,I0876,1,224,76,148
1785,100742,I0329,2,193,55,138
1786,100742,I0310,2,46,11,35
1787,100743,I0583,3,53,10,43
1788,100744,I0295,3,169,46,123
1789,100744,I0885,1,228,106,122
1790,100744,I0628,1,121,27,94
1791,100745,I0392,1,260,118,142
1792,100745,I0603,2,362,160,202
1793,100745,I0582,1,37,6,31
1794,100746,I0469,2,451,113,338
1795,100746,I0349,1,125,25,100
1796,100746,I0125,2,332,107,225
1797,100747,I0983,2,194,92,102
1798,100747,I0145,2,132,43,89
1799,100747,I0938,2,497,172,325
1800,100748,I0532,3,71,14,57
1801,100748,I0163,2,378,139,239
1802,100748,I0842,1,388,127,261
1803,100749,I0401,3,129,28,101
1804,100749,I0470,1,69,21,48
1805,100749,I0306,2,387,106,281
1806,100750,I0191,3,170,50,120
1807,100750,I0194,2,181,56,125
1808,100751,I0545,3,85,23,62
1809,100751,I0798,1,403,152,251
1810,100752,I0991,1,193,61,132
1811,100752,I0530,1,60,13,47
1812,100752,I0905,2,340,96,244
1813,100753,I0597,2,285,78,207
1814,100753,I0262,2,334,104,230
1815,100754,I0022,2,131,64,67
1816,100754,I0459,2,151,31,120
1817,100755,I0595,2,244,82,162
1818,100755,I0661,2,402,146,256
1819,100756,I0778,2,101,16,85
1820,100756,I0133,1,137,34,103
1821,100757,I0260,1,283,81,202
1822,100758,I0358,1,294,141,153
1823,100758,I0448,1,134,38,96
1824,100758,I0717,1,60,16,44
1825,100759,I0570,3,277,83,194
1826,100759,I0246,3,396,131,265
1827,100760,I0746,1,462,161,301
1828,100760,I0149,1,334,121,213
1829,100761,I0476,1,135,39,96
1830,100761,I0680,1,94,14,80
1831,100762,I0821,2,202,65,137
1832,100762,I0137,2,93,27,66
1833,100762,I0371,1,333,149,184
1834,100762,I0768,1,182,52,130
1835,100763,I0182,3,142,40,102
1836,100764,I0979,3,270,114,156
1837,100764,I0659,3,60,16,44
1838,100765,I0572,1,271,128,143
1839,100765,I0954,1,212,74,138
1840,100766,I0513,3,178,81,97
1841,100766,I0745,2,221,108,113
1842,100767,I0084,2,186,56,130
1843,100767,I0427,2,90,21,69
1844,100768,I0441,1,216,83,133
1845,100768,I0049,2,333,110,223
1846,100769,I0258,3,283,131,152
1847,100769,I0202,3,155,44,111
1848,100769,I0211,2,146,41,105
1849,100769,I0875,1,421,138,283
1850,100770,I0348,2,131,34,97
1851,100770,I0499,2,45,10,35
1852,100771,I0415,2,43,13,30
1853,100771,I0234,1,125,32,93
1854,100772,I0698,2,48,7,41
1855,100772,I0434,2,479,142,337
1856,100772,I0754,2,98,31,67
1857,100773,I0589,2,376,167,209
1858,100774,I0149,2,334,121,213
1859,100775,I0102,2,100,30,70
1860,100776,I0556,3,174,59,115
1861,100776,I0857,2,345,89,256
1862,100776,I0316,2,131,38,93
1863,100777,I0699,3,84,17,67
1864,100777,I0971,1,163,43,120
1865,100778,I0297,2,159,33,126
1866,100778,I0825,2,173,48,125
1867,100779,I0443,1,412,143,269
1868,100780,I0909,1,63,11,52
1869,100780,I0596,1,224,77,147
1870,100780,I0104,1,128,32,96
1871,100781,I0670,3,410,149,261
1872,100781,I0638,1,346,96,250
1873,100782,I0556,2,174,59,115
1874,100782,I0144,2,397,128,269
1875,100783,I0028,1,245,70,175
1876,100783,I0378,2,39,6,33
1877,100783,I0827,2,167,37,130
1878,100784,I0588,1,219,76,143
1879,100784,I0443,1,412,143,269
1880,100785,I0827,2,167,37,130
1881,100785,I0378,2,39,6,33
1882,100785,I0373,1,175,50,125
1883,100786,I0344,3,178,41,137
1884,100786,I0074,3,79,12,67
1885,100786,I0629,2,579,248,331
1886,100787,I0969,1,277,86,191
1887,100787,I0595,1,244,82,162
1888,100788,I0379,2,472,198,274
1889,100788,I0977,2,34,6,28
1890,100788,I0421,2,221,93,128
1891,100789,I0276,2,199,51,148
1892,100789,I0980,1,256,106,150
1893,100789,I0532,1,71,14,57
1894,100790,I0961,2,372,138,234
1895,100790,I0190,2,82,13,69
1896,100790,I0358,1,294,141,153
1897,100791,I0749,1,169,35,134
1898,100791,I0836,1,110,24,86
1899,100792,I0146,3,135,28,107
1900,100793,I0033,1,148,39,109
1901,100794,I0571,1,94,26,68
1902,100794,I0058,1,171,34,137
1903,100794,I0497,1,44,7,37
1904,100794,I0188,2,82,16,66
1905,100795,I0419,1,131,29,102
1906,100795,I0919,2,74,14,60
1907,100796,I0997,1,124,26,98
1908,100797,I0148,2,545,224,321
1909,100797,I0005,2,82,14,68
1910,100797,I0668,1,132,28,104
1911,100798,I0550,3,85,13,72
1912,100798,I0185,1,285,111,174
1913,100799,I0797,1,264,120,144
1914,100799,I0359,1,50,13,37
1915,100799,I0790,1,498,202,296
1916,100800,I0295,2,169,46,123
1917,100800,I0904,2,252,64,188
1918,100801,I0433,3,159,61,98
1919,100801,I0845,2,58,13,45
1920,100801,I0304,2,130,27,103
1921,100801,I0356,1,182,82,100
1922,100802,I0391,3,43,14,29
1923,100802,I0758,2,118,35,83
1924,100803,I0763,1,215,70,145
1925,100803,I0605,1,134,32,102
1926,100803,I0818,2,215,57,158
1927,100804,I0904,3,252,64,188
1928,100804,I0590,3,172,64,108
1929,100805,I0860,1,329,120,209
1930,100805,I0988,1,39,8,31
1931,100805,I0264,1,61,19,42
1932,100806,I0720,2,130,28,102
1933,100806,I0651,1,40,9,31
1934,100806,I0785,1,312,88,224
1935,100807,I0090,3,330,102,228
1936,100807,I0026,3,201,70,131
1937,100808,I0579,1,281,91,190
1938,100808,I0026,1,201,70,131
1939,100808,I0188,2,82,16,66
1940,100809,I0656,2,379,118,261
1941,100810,I0516,1,85,17,68
1942,100810,I0497,2,44,7,37
1943,100811,I0972,2,252,82,170
1944,100812,I0388,3,263,81,182
1945,100812,I0329,2,193,55,138
1946,100813,I0953,3,244,69,175
1947,100813,I0997,1,124,26,98
1948,100813,I0597,1,285,78,207
1949,100813,I0011,1,413,122,291
1950,100814,I0992,1,246,91,155
1951,100814,I0599,1,131,31,100
1952,100814,I0350,2,311,78,233
1953,100814,I0178,1,102,25,77
1954,100815,I0144,3,397,128,269
1955,100815,I0556,3,174,59,115
1956,100815,I0316,2,131,38,93
1957,100816,I0951,1,254,67,187
1958,100816,I0587,2,126,26,100
1959,100816,I0430,2,74,16,58
1960,100817,I0833,3,313,137,176
1961,100817,I0175,3,62,12,50
1962,100818,I0951,2,254,67,187
1963,100818,I0877,1,335,115,220
1964,100818,I0673,2,83,15,68
1965,100819,I0099,3,275,97,178
1966,100820,I0616,1,158,60,98
1967,100820,I0862,1,264,113,151
1968,100821,I0797,3,264,120,144
1969,100821,I0329,3,193,55,138
1970,100822,I0930,3,267,105,162
1971,100822,I0551,1,178,49,129
1972,100822,I0326,2,325,105,220
1973,100822,I0895,1,141,36,105
1974,100823,I0097,1,153,48,105
1975,100823,I0668,1,132,28,104
1976,100823,I0005,1,82,14,68
1977,100824,I0149,2,334,121,213
1978,100824,I0512,1,160,69,91
1979,100825,I0111,2,212,89,123
1980,100825,I0825,2,173,48,125
1981,100825,I0089,2,276,73,203
1982,100826,I0955,1,433,135,298
1983,100826,I0124,2,238,60,178
1984,100827,I0986,1,596,232,364
1985,100827,I0314,1,55,11,44
1986,100827,I0247,1,111,30,81
1987,100828,I0255,3,171,44,127
1988,100828,I0979,2,270,114,156
1989,100828,I0659,2,60,16,44
1990,100829,I0029,2,271,78,193
1991,100829,I0059,2,308,106,202
1992,100830,I0204,3,34,7,27
1993,100831,I0640,2,298,123,175
1994,100831,I0048,2,133,20,113
1995,100831,I0380,2,117,28,89
1996,100832,I0158,3,468,157,311
1997,100832,I0379,2,472,198,274
1998,100832,I0421,2,221,93,128
1999,100833,I0287,3,393,140,253
2000,100833,I0913,1,308,96,212
2001,100833,I0348,2,131,34,97
2002,100834,I0029,1,271,78,193
2003,100834,I0059,1,308,106,202
2004,100835,I0022,3,131,64,67
2005,100835,I0794,2,178,51,127
2006,100835,I0459,1,151,31,120
2007,100836,I0792,3,194,86,108
2008,100836,I0650,3,161,43,118
2009,100836,I0407,2,56,16,40
2010,100837,I0749,2,169,35,134
2011,100837,I0836,2,110,24,86
2012,100837,I0391,1,43,14,29
2013,100838,I0802,2,345,117,228
2014,100838,I0474,1,158,42,116
2015,100838,I0947,1,243,67,176
2016,100838,I0690,1,67,15,52
2017,100839,I0738,3,205,70,135
2018,100839,I0785,2,312,88,224
2019,100839,I0557,1,252,123,129
2020,100840,I0114,3,197,93,104
2021,100840,I0187,3,67,17,50
2022,100841,I0382,1,398,159,239
2023,100841,I0126,1,113,23,90
2024,100842,I0450,1,411,184,227
2025,100842,I0190,1,82,13,69
2026,100843,I0019,1,361,157,204
2027,100843,I0692,1,75,12,63
2028,100844,I0042,2,455,171,284
2029,100844,I0006,2,31,4,27
2030,100844,I0979,2,270,114,156
2031,100845,I0789,2,306,94,212
2032,100845,I0258,1,283,131,152
2033,100846,I0127,2,55,11,44
2034,100846,I0266,2,192,86,106
2035,100847,I0401,1,129,28,101
2036,100847,I0861,2,160,38,122
2037,100848,I0019,1,361,157,204
2038,100848,I0267,1,125,23,102
2039,100849,I0308,3,256,117,139
2040,100849,I0677,3,103,30,73
2041,100850,I0777,2,381,140,241
2042,100851,I0940,2,136,30,106
2043,100851,I0514,2,162,78,84
2044,100851,I0394,1,62,16,46
2045,100851,I0626,2,165,43,122
2046,100852,I0952,1,238,111,127
2047,100852,I0135,1,172,57,115
2048,100852,I0979,1,270,114,156
2049,100853,I0606,1,372,147,225
2050,100854,I0754,1,98,31,67
2051,100855,I0965,1,173,39,134
2052,100855,I0267,1,125,23,102
2053,100856,I0760,1,259,65,194
2054,100856,I0881,1,96,32,64
2055,100857,I0962,1,394,128,266
2056,100857,I0246,1,396,131,265
2057,100858,I0758,2,118,35,83
2058,100859,I0060,1,277,89,188
2059,100859,I0167,1,246,76,170
2060,100859,I0963,2,76,14,62
2061,100860,I0400,3,138,23,115
2062,100860,I0056,1,194,44,150
2063,100861,I0805,1,206,101,105
2064,100861,I0786,1,168,42,126
2065,100862,I0987,3,65,16,49
2066,100862,I0988,3,39,8,31
2067,100863,I0855,3,309,103,206
2068,100863,I0391,1,43,14,29
2069,100864,I0218,1,143,70,73
2070,100864,I0051,1,51,16,35
2071,100865,I0633,2,65,10,55
2072,100865,I0473,2,305,103,202
2073,100865,I0074,2,79,12,67
2074,100866,I0588,2,219,76,143
2075,100866,I0443,2,412,143,269
2076,100867,I0087,1,171,76,95
2077,100867,I0464,1,98,29,69
2078,100867,I0001,2,204,51,153
2079,100868,I0371,1,333,149,184
2080,100868,I0646,1,57,13,44
2081,100869,I0545,2,85,23,62
2082,100870,I0694,1,115,27,88
2083,100871,I0615,3,121,31,90
2084,100871,I0195,3,127,21,106
2085,100872,I0480,2,444,167,277
2086,100872,I0675,2,30,4,26
2087,100873,I0436,2,232,56,176
2088,100874,I0049,2,333,110,223
2089,100874,I0518,1,90,25,65
2090,100875,I0756,2,236,65,171
2091,100875,I0210,1,72,20,52
2092,100876,I0204,1,34,7,27
2093,100876,I0488,1,174,57,117
2094,100877,I0315,1,89,27,62
2095,100877,I0489,2,67,20,47
2096,100877,I0628,1,121,27,94
2097,100877,I0080,2,442,174,268
2098,100878,I0213,3,113,33,80
2099,100879,I0636,2,256,75,181
2100,100880,I0800,3,110,36,74
2101,100880,I0824,2,431,170,261
2102,100880,I0584,2,142,24,118
2103,100881,I0014,3,115,28,87
2104,100881,I0888,2,132,58,74
2105,100882,I0766,2,236,79,157
2106,100882,I0700,1,91,29,62
2107,100882,I0695,2,81,24,57
2108,100883,I0992,3,246,91,155
2109,100884,I0025,1,76,16,60
2110,100884,I0705,1,150,24,126
2111,100885,I0747,1,188,48,140
2112,100885,I0144,1,397,128,269
2113,100885,I0056,2,194,44,150
2114,100886,I0133,3,137,34,103
2115,100886,I0778,3,101,16,85
2116,100886,I0703,2,365,133,232
2117,100886,I0741,1,569,251,318
2118,100887,I0110,2,382,101,281
2119,100887,I0978,1,115,26,89
2120,100888,I0341,2,347,151,196
2121,100888,I0628,2,121,27,94
2122,100889,I0251,2,443,147,296
2123,100889,I0739,2,252,80,172
2124,100890,I0851,2,131,27,104
2125,100890,I0108,2,405,139,266
2126,100890,I0472,2,167,35,132
2127,100891,I0659,3,60,16,44
2128,100891,I0946,1,179,49,130
2129,100892,I0677,1,103,30,73
2130,100892,I0975,1,169,47,122
2131,100892,I0775,2,473,120,353
2132,100893,I0841,1,75,17,58
2133,100893,I0621,2,117,40,77
2134,100893,I0371,1,333,149,184
2135,100893,I0646,1,57,13,44
2136,100894,I0493,3,333,93,240
2137,100894,I0147,1,270,90,180
2138,100894,I0374,2,87,21,66
2139,100895,I0047,3,565,199,366
2140,100895,I0985,2,85,17,68
2141,100895,I0515,2,178,57,121
2142,100896,I0313,3,107,24,83
2143,100896,I0517,3,50,9,41
2144,100897,I0572,2,271,128,143
2145,100897,I0232,2,89,23,66
2146,100898,I0117,3,448,172,276
2147,100898,I0736,2,139,46,93
2148,100899,I0680,2,94,14,80
2149,100899,I0657,1,331,133,198
2150,100900,I0682,2,86,21,65
2151,100900,I0839,2,143,35,108
2152,100900,I0772,2,479,123,356
2153,100901,I0951,2,254,67,187
2154,100901,I0726,1,361,131,230
2155,100902,I0029,2,271,78,193
2156,100902,I0059,2,308,106,202
2157,100903,I0281,1,252,87,165
2158,100903,I0154,1,345,149,196
2159,100903,I0770,2,156,31,125
2160,100904,I0794,1,178,51,127
2161,100904,I0759,2,73,16,57
2162,100904,I0606,1,372,147,225
2163,100905,I0019,3,361,157,204
2164,100905,I0892,1,118,23,95
2165,100905,I0672,1,373,121,252
2166,100905,I0502,1,276,78,198
2167,100906,I0314,3,55,11,44
2168,100906,I0898,2,87,20,67
2169,100906,I0441,2,216,83,133
2170,100906,I0330,2,267,109,158
2171,100907,I0216,1,76,13,63
2172,100907,I0790,2,498,202,296
2173,100907,I0388,2,263,81,182
2174,100908,I0938,2,497,172,325
2175,100908,I0787,2,394,132,262
2176,100909,I0165,1,410,104,306
2177,100909,I0501,1,304,107,197
2178,100910,I0445,2,180,56,124
2179,100910,I0203,1,363,124,239
2180,100910,I0066,1,200,94,106
2181,100911,I0668,1,132,28,104
2182,100911,I0349,1,125,25,100
2183,100911,I0469,2,451,113,338
2184,100912,I0543,3,359,145,214
2185,100912,I0602,3,135,31,104
2186,100913,I0491,3,226,48,178
2187,100913,I0918,2,213,92,121
2188,100914,I0569,2,232,107,125
2189,100914,I0208,2,173,47,126
2190,100914,I0510,2,275,112,163
2191,100915,I0703,2,365,133,232
2192,100916,I0845,2,58,13,45
2193,100916,I0433,2,159,61,98
2194,100916,I0511,1,336,86,250
2195,100917,I0961,1,372,138,234
2196,100917,I0190,2,82,13,69
2197,100917,I0685,1,306,112,194
2198,100917,I0810,1,349,111,238
2199,100918,I0906,3,577,208,369
2200,100918,I0380,3,117,28,89
2201,100918,I0041,2,163,46,117
2202,100918,I0710,1,126,32,94
2203,100919,I0941,3,234,68,166
2204,100919,I0028,2,245,70,175
2205,100920,I0089,3,276,73,203
2206,100920,I0074,2,79,12,67
2207,100921,I0152,3,329,95,234
2208,100921,I0954,3,212,74,138
2209,100922,I0772,2,479,123,356
2210,100922,I0176,2,324,121,203
2211,100922,I0839,2,143,35,108
2212,100923,I0522,1,183,39,144
2213,100923,I0831,1,552,224,328
2214,100924,I0827,1,167,37,130
2215,100924,I0378,1,39,6,33
2216,100924,I0941,2,234,68,166
2217,100925,I0517,1,50,9,41
2218,100925,I0774,2,352,114,238
2219,100925,I0313,2,107,24,83
2220,100926,I0333,3,278,122,156
2221,100926,I0678,1,192,66,126
2222,100926,I0792,1,194,86,108
2223,100927,I0271,3,106,30,76
2224,100927,I0183,3,99,18,81
2225,100928,I0314,1,55,11,44
2226,100928,I0837,2,138,35,103
2227,100929,I0286,2,112,30,82
2228,100929,I0556,1,174,59,115
2229,100930,I0511,2,336,86,250
2230,100930,I0356,1,182,82,100
2231,100931,I0295,3,169,46,123
2232,100931,I0053,1,340,93,247
2233,100931,I0628,1,121,27,94
2234,100932,I0027,3,284,126,158
2235,100932,I0426,3,138,38,100
2236,100932,I0731,1,316,116,200
2237,100933,I0104,3,128,32,96
2238,100933,I0686,1,201,56,145
2239,100934,I0123,3,145,49,96
2240,100934,I0716,2,371,145,226
2241,100935,I0804,2,236,72,164
2242,100935,I0935,1,400,174,226
2243,100936,I0310,3,46,11,35
2244,100936,I0167,1,246,76,170
2245,100937,I0888,3,132,58,74
2246,100937,I0334,3,80,26,54
2247,100937,I0094,2,141,32,109
2248,100938,I0287,1,393,140,253
2249,100938,I0537,1,130,59,71
2250,100938,I0348,2,131,34,97
2251,100938,I0462,2,328,124,204
2252,100939,I0329,1,193,55,138
2253,100940,I0310,3,46,11,35
2254,100940,I0036,1,292,81,211
2255,100941,I0740,3,200,61,139
2256,100941,I0653,1,174,49,125
2257,100942,I0550,3,85,13,72
2258,100942,I0487,2,335,121,214
2259,100942,I0395,2,414,117,297
2260,100942,I0510,2,275,112,163
2261,100943,I0149,2,334,121,213
2262,100943,I0746,1,462,161,301
2263,100943,I0615,1,121,31,90
2264,100944,I0932,1,242,106,136
2265,100944,I0609,1,74,24,50
2266,100945,I0864,1,76,25,51
2267,100945,I0604,1,108,25,83
2268,100946,I0287,2,393,140,253
2269,100946,I0191,2,170,50,120
2270,100946,I0537,2,130,59,71
2271,100947,I0459,2,151,31,120
2272,100947,I0760,2,259,65,194
2273,100948,I0490,3,111,33,78
2274,100949,I0593,2,98,20,78
2275,100950,I0843,2,73,20,53
2276,100950,I0126,2,113,23,90
2277,100951,I0500,3,256,85,171
2278,100951,I0523,1,95,21,74
2279,100952,I0283,3,489,192,297
2280,100952,I0354,3,77,13,64
2281,100952,I0910,2,124,30,94
2282,100953,I0788,1,172,52,120
2283,100953,I0568,1,88,25,63
2284,100954,I0297,2,159,33,126
2285,100954,I0473,2,305,103,202
2286,100954,I0479,2,224,60,164
2287,100955,I0738,2,205,70,135
2288,100955,I0214,2,423,147,276
2289,100956,I0832,2,43,6,37
2290,100956,I0356,2,182,82,100
2291,100957,I0401,2,129,28,101
2292,100957,I0589,2,376,167,209
2293,100958,I0900,3,440,161,279
2294,100958,I0503,3,109,21,88
2295,100959,I0883,3,211,59,152
2296,100959,I0231,1,130,41,89
2297,100959,I0723,2,390,144,246
2298,100960,I0099,2,275,97,178
2299,100960,I0317,1,232,58,174
2300,100960,I0073,2,82,26,56
2301,100961,I0510,3,275,112,163
2302,100961,I0399,3,72,20,52
2303,100961,I0208,1,173,47,126
2304,100962,I0622,3,337,92,245
2305,100962,I0143,1,291,101,190
2306,100963,I0603,1,362,160,202
2307,100963,I0673,1,83,15,68
2308,100963,I0587,2,126,26,100
2309,100964,I0400,2,138,23,115
2310,100964,I0556,2,174,59,115
2311,100965,I0087,2,171,76,95
2312,100965,I0562,2,158,54,104
2313,100966,I0520,2,566,215,351
2314,100967,I0366,3,174,47,127
2315,100967,I0550,1,85,13,72
2316,100967,I0453,1,162,55,107
2317,100968,I0872,1,147,44,103
2318,100968,I0570,2,277,83,194
2319,100969,I0729,1,174,70,104
2320,100969,I0678,1,192,66,126
2321,100970,I0687,2,455,142,313
2322,100970,I0739,2,252,80,172
2323,100970,I0208,2,173,47,126
2324,100971,I0735,3,336,127,209
2325,100971,I0698,3,48,7,41
2326,100972,I0532,1,71,14,57
2327,100972,I0397,1,143,43,100
2328,100972,I0498,1,114,33,81
2329,100973,I0814,3,276,99,177
2330,100973,I0499,3,45,10,35
2331,100973,I0348,2,131,34,97
2332,100974,I0068,1,293,78,215
2333,100974,I0670,1,410,149,261
2334,100975,I0967,1,168,48,120
2335,100975,I0892,1,118,23,95
2336,100976,I0421,3,221,93,128
2337,100976,I0515,3,178,57,121
2338,100977,I0511,2,336,86,250
2339,100977,I0356,1,182,82,100
2340,100977,I0433,2,159,61,98
2341,100978,I0841,3,75,17,58
2342,100978,I0063,1,382,100,282
2343,100978,I0768,1,182,52,130
2344,100979,I0104,2,128,32,96
2345,100979,I0686,1,201,56,145
2346,100979,I0777,1,381,140,241
2347,100980,I0946,3,179,49,130
2348,100980,I0006,3,31,4,27
2349,100981,I0791,1,219,65,154
2350,100981,I0563,2,360,125,235
2351,100981,I0421,2,221,93,128
2352,100982,I0690,2,67,15,52
2353,100982,I0327,2,95,20,75
2354,100982,I0846,2,160,44,116
2355,100983,I0760,2,259,65,194
2356,100983,I0606,2,372,147,225
2357,100984,I0499,3,45,10,35
2358,100985,I0027,2,284,126,158
2359,100985,I0220,2,175,56,119
2360,100985,I0466,2,43,10,33
2361,100986,I0809,1,122,35,87
2362,100986,I0028,1,245,70,175
2363,100987,I0956,3,147,37,110
2364,100987,I0628,3,121,27,94
2365,100987,I0848,2,420,150,270
2366,100988,I0240,3,500,192,308
2367,100988,I0190,3,82,13,69
2368,100989,I0652,1,62,14,48
2369,100989,I0015,1,35,8,27
2370,100989,I0134,2,146,30,116
2371,100990,I0276,3,199,51,148
2372,100990,I0958,2,313,94,219
2373,100991,I0566,2,410,148,262
2374,100992,I0099,1,275,97,178
2375,100992,I0046,1,75,16,59
2376,100992,I0073,1,82,26,56
2377,100993,I0371,3,333,149,184
2378,100993,I0768,1,182,52,130
2379,100994,I0350,1,311,78,233
2380,100994,I0732,2,381,137,244
2381,100995,I0044,3,169,77,92
